Time,MV1,MV2,MV3,MV4
1695341956.5441444,27211.546897888184,-1431.018114,27188.992500305176,-1517.665386
1695341956.544164,27211.55285835266,-929.1827679,27189.00442123413,-1062.941551
1695341956.5441766,27211.50517463684,23.949146270751953,27188.974618911743,-132.6680183
1695341956.5441892,27211.463451385498,-528.6455154,27188.90905380249,-652.6708603
1695341956.5442011,27211.48729324341,-1269.01269,27188.897132873535,-1357.185841
1695341956.5442133,27211.523056030273,-1349.449158,27188.903093338013,-1466.292143
1695341956.5442247,27211.55285835266,-43.42794418,27188.867330551147,-198.5013485
1695341956.5442483,27211.517095565796,-591.4986134,27188.831567764282,-716.7339325
1695341956.5442593,27211.499214172363,-1094.931364,27188.783884048462,-1188.927889
1695341956.544271,27211.48133277893,-1614.499092,27188.777923583984,-1719.778776
1695341956.5942492,27211.43364906311,-71.66266441,27188.849449157715,-229.8951149
1695341956.594266,27211.403846740723,-500.3094673,27188.88521194458,-631.9701672
1695341956.5943294,27211.499214172363,-881.1116219,27189.00442123413,-984.0548038
1695341956.5943413,27211.594581604004,-1755.023003,27189.01038169861,-1851.010323
1695341956.5943532,27211.594581604004,-168.6394215,27188.992500305176,-327.1222115
1695341956.594365,27211.55285835266,-357.234478,27189.00442123413,-496.7272282
1695341956.5943766,27211.618423461914,-695.669651,27189.046144485474,-806.3435555
1695341956.594388,27211.713790893555,-1760.870218,27189.09978866577,-1849.788427
1695341956.594401,27211.719751358032,-363.2068634,27189.111709594727,-516.1345005
1695341956.594434,27211.695909500122,-230.1692963,27189.12363052368,-373.8164902
1695341956.5944457,27211.666107177734,-605.8573723,27189.087867736816,-720.0777531
1695341956.621548,27211.60054206848,-1633.918285,27189.05210494995,-1717.102528
1695341956.6215792,27211.588621139526,-593.0542946,27189.08190727234,-734.4543934
1695341956.621595,27211.439609527588,-43.95842552,27189.01038169861,-190.615654
1695341956.6216066,27211.326360702515,-514.3880844,27188.88521194458,-630.6409836
1695341956.621618,27211.332321166992,-1446.980238,27188.73620033264,-1528.412104
1695341956.6216297,27211.415767669678,-945.1687336,27188.700437545776,-1074.284315
1695341956.6216424,27211.43364906311,-3.814697266,27188.69448,-156.0330391
1695341956.6216543,27211.439609527588,-561.0346794,27188.68851661682,-681.6387177
1695341956.6217024,27211.451530456543,-1270.973682,27188.724279403687,-1356.244087
1695341956.6217165,27211.50517463684,-1306.015253,27188.71831893921,-1419.854164
1695341956.6217282,27211.499214172363,4.702806473,27188.67063522339,-144.9465752
1695341956.6717715,27211.451530456543,-542.0565605,27188.64679336548,-659.0247154
1695341957,27211.403846740723,-1090.461016,27188.628911972046,-1172.357798
1695341956.671805,27211.368083953857,-1664.179564,27188.61699104309,-1754.456758
1695341956.671817,27211.320400238037,-159.0073109,27188.605070114136,-300.0199795
1695341956.6718287,27211.278676986694,-640.9406662,27188.563346862793,-752.5920868
1695341956.671873,27211.332321166992,-1038.855314,27188.581228256226,-1120.28718
1695341956.6719215,27211.368083953857,-1895.219088,27188.628911972046,-1970.5832
1695341956.671936,27211.350202560425,-288.2659435,27188.652753829956,-426.3341427
1695341956.6719484,27211.356163024902,-466.4957523,27188.64083,-586.8732929
1695341957,27211.380004882812,-770.8966732,27188.66467475891,-864.6845818
1695341956.6719713,27211.427688598633,-1780.420542,27188.676595687866,-1854.091883
1695341956.6720142,27211.397886276245,-335.8483315,27188.67063522339,-474.4708538
1695341956.7254329,27211.356163024902,-189.7037029,27188.61699104309,-319.8325634
1695341956.725456,27211.36212348938,-555.6881428,27188.61699104309,-657.0637226
1695341956.7254682,27211.380004882812,-1599.621773,27188.68851661682,-1670.670509
1695341957,27211.374044418335,-560.9750748,27188.754081726074,-691.2171841
1695341956.7254915,27211.302518844604,-40.04836082,27188.748121261597,-174.1886139
1695341956.7255032,27211.284637451172,-513.2317543,27188.706398010254,-615.4716015
1695341956.725516,27211.356163024902,-1449.680328,27188.71831893921,-1515.65671
1695341956.7255287,27211.427688598633,-943.171978,27188.777923583984,-1054.209471
1695341956.7255433,27211.421728134155,-21.19541168,27188.843488693237,-152.2421837
1695341956.7255547,27211.391925811768,-578.9041519,27188.891172409058,-677.5140762
1695341956.7255664,27211.374044418335,-1307.463646,27188.920974731445,-1370.084286
