# pipeline_state=no_reference
time_sec,MV1_var,MV3_var
1.0,0.04825073433984182,0.06011955231032265
2.0,0.056405847292328865,0.053419620135573706
3.0,0.07522914222764523,0.07444651202567493
4.0,0.07973489478095803,0.08390382714410877
5.0,0.04798131296449364,0.02451094023692868
6.0,0.04799720822458065,0.025081765053387963
7.0,0.046098384964023735,0.025274353127428845
8.0,0.09768577208410775,0.09824288570379472
9.0,0.07706501341356284,0.07187555328339873
10.0,0.12286416305535235,0.11151178029843233
11.0,0.17239954829217413,0.14219212394792524
12.0,0.19287787962939762,0.10228397805344729
13.0,0.1708508856452089,0.12679644425734715
14.0,0.12382920566020734,0.1214509592344209
15.0,0.12161157380600895,0.11501329411324758
16.0,0.0761634006885936,0.05740645181457082
17.0,0.04018375867036057,0.047953703735785835
18.0,0.029431291759105242,0.03946110757939444
19.0,0.15575006159871785,0.20476523883698974
20.0,0.09965356552449421,0.1300418433168895
21.0,0.030000874461152943,0.045666201708127616
22.0,0.06077984478632099,0.05981223820061991
23.0,0.08397322124991934,0.09300997137228428
24.0,0.05225462094780759,0.09025317827388571
25.0,0.09571980707834314,0.12615268009906147
26.0,0.04649590078662657,0.06680352312876084
27.0,0.07394659027048257,0.08847363789520349
28.0,0.10986186893832288,0.15593390462643358
29.0,0.023865187776271852,0.047383861434218355
30.0,0.057545408607870045,0.05104285347690204
31.0,0.030063457472261683,0.03476577972095844
32.0,0.0805517028495459,0.0647266913671616
33.0,0.18781060729937019,0.1920085988935906
34.0,0.04240530830408442,0.04303520437707488
35.0,0.04550293958463864,0.05149245850776055
36.0,0.05002124043918934,0.061089397723298605
37.0,0.030452003183410462,0.03316515323303516
38.0,0.03234750383216314,0.032662225668839626
39.0,0.07574046774547145,0.07777858289105312
40.0,0.08679426158074623,0.09917211200174963
41.0,0.08574810115213116,0.0962870281161143
42.0,0.09774618434662721,0.11049198931227502
43.0,0.0977849367324767,0.06641310592733156
44.0,0.08482986262547988,0.07042452235692732
45.0,0.06873298703777525,0.06448583185260406
46.0,0.04668042289144695,0.041270267207852415
47.0,0.0834414755801028,0.085415538690181
48.0,0.14878345957894382,0.1282937151878101
49.0,0.08809854206882053,0.09537977910320879
50.0,0.10488794718022415,0.09808245031434955
51.0,0.11385352010133792,0.10555872670722966
52.0,0.06124689617587465,0.0393969211846427
53.0,0.04135773979981221,0.04264541764365996
54.0,0.08807233448593259,0.09818434508388077
55.0,0.0573636964846664,0.0644497044078237
56.0,0.02678638425897868,0.02368669570701628
57.0,0.024056910291718088,0.015527119197524687
58.0,0.08065674747127247,0.05480012876728909
59.0,0.044514702144865866,0.05173688843305115
60.0,0.06760311538809961,0.052860229890811905
61.0,0.035792754880001325,0.04295680151917817
62.0,0.04044937939409918,0.03266583158148702
