# pipeline_state=no_reference
time_sec,Delta,Theta,Alpha,Beta,Gamma,beta_alpha_ratio,theta_beta_ratio
1.0,9522.542287933778,2431.7807168954273,821.2855293782974,372.3261803992126,74.04986522890138,0.4533455991621559,6.531318088585774
2.0,56156.69347480699,22144.18496361229,7239.56051502218,2766.9319730080183,332.5376955293454,0.38219612464963854,8.00315482260977
3.0,754583.1004770072,144814.1464319266,48482.424752545994,10963.108750486366,1523.9313355852762,0.22612542187075024,13.209222833395874
4.0,205725.73792648411,27880.24127769845,9805.823662629544,2184.6799099615223,305.53829063729125,0.22279412572830984,12.761705342083495
5.0,12551.690665016104,3641.20217829945,4582.000401702188,531.5272322422616,132.67554289345404,0.11600331419543353,6.850452728337066
6.0,4369.459706171799,3252.6069140415225,2420.2456958090916,419.11269486016636,74.25672667848774,0.17316948258017928,7.760697668980724
7.0,2106.8033534547553,1391.8775906115734,467.0038278919198,173.7350966061739,42.38702421670071,0.3720207121008481,8.011493462180002
8.0,4053.8884507672688,9549.958007043453,2427.298593841103,470.53427811420397,86.94883256114232,0.19385100758024265,20.295987882790488
9.0,5448.876633134937,2717.7985189521287,936.1973292900318,169.66795485811056,34.88587874532986,0.18123097508383065,16.018337235366346
10.0,7328.360124517602,1891.4016573263718,729.9617891994673,225.4133444977217,34.46434359372068,0.3088015671956302,8.390814933964517
11.0,9697.586648054397,2474.4516907112825,702.2446548955452,229.49909900742475,33.11853859478589,0.3268078972300065,10.781966907117265
12.0,14965.290996014315,2177.28384701537,632.1510285449351,220.17081220414934,36.09389543003439,0.3482883081135396,9.88906669879804
13.0,10288.351336438132,920.5195375629446,1067.8680737159762,186.9108456133659,31.321533991033988,0.17503177612844253,4.924912380242951
14.0,13177.644031763351,1313.7430035609411,508.5278898627669,145.0092156987266,36.35181550109143,0.2851548923656071,9.05972077175008
15.0,12539.806458217246,1048.1224802412873,705.6751649855106,172.05905294313385,41.12694837847717,0.24382189069480245,6.0916438996540085
16.0,729.1989824384336,881.3121400097389,1014.4563618933507,126.40710213250762,45.407300385718656,0.12460575622650265,6.972014429109322
