Time,MV1,MV2,MV3,MV4
1698356546.3863559,1154.7386646270752,1291.579008102417,1165.938377380371,1034.6591472625732
1698356546.3863711,910.9675884246826,1044.982671737671,923.4905242919922,793.4987545013428
1698356546.386381,679.6777248382568,811.7854595184326,693.0172443389893,568.4554576873779
1698356546,496.8464374542237,627.9170513153076,510.3290081,391.2925720214844
1698356546.3863993,245.77379226684567,373.2264041900635,260.4365348815918,142.11535453796387
1698356546.386408,-78.55296135,42.814016342163086,-61.47027016,-181.6630363
1698356546.386418,-390.5415535,-275.2125263,-370.6514835,-488.0845547
1698356546.3864272,-546.0083485,-432.4197769,-525.1705647,-639.0035152
1698356546.386436,-708.3892822,-597.4829197,-686.4666939,-802.4334908
1698356546.3864453,-869.5840836,-763.7381554,-844.9912071,-964.1706944
1698356546.3864543,-990.1940823,-888.8423443,-963.8726711,-1084.309816
1698356546.4403057,-948.5721588,-847.8045464,-922.5070477,-1041.10837
1698356546.440317,-884.8786354,-784.9931717,-858.9565754,-976.9499302
1698356546.4403265,-818.6995983,-721.9254971,-791.8655872,-911.5934372
1698356546.440336,-742.8705692,-648.0097771,-715.2438164,-835.3054523
1698356546.440348,-510.5853081,-412.8158092,-483.2267761,-600.3439426
1698356546.4403586,-283.8134766,-182.1577549,-256.8721771,-373.1250763
1698356546.4403684,-130.8858395,-26.95322037,-103.2352448,-222.4981785
1698356546.440378,-79.76293564,24.27697182,-51.02753639,-170.481205
1698356546.4403875,65.17171859741211,172.8355884552002,93.57929229736328,-22.45306969
1698356546.4403968,207.35859870910645,318.59278678894043,235.10456085205078,122.19548225402832
1698356546.440406,270.15209197998047,382.94196128845215,298.0172634124756,183.9756965637207
1698356546.4404156,226.22942924499512,338.6080265045166,254.60720062255862,140.99478721618652
1698356546.4890027,233.08992385864258,347.5606441497803,260.41269302368164,153.9766788482666
1698356546.4890285,263.2021903991699,381.01673126220703,287.9977226257324,186.77711486816406
1698356546.489039,236.54699325561523,356.3404083251953,259.66763496398926,160.25900840759277
1698356546.4890487,134.84954833984375,253.83234024047854,157.5767993927002,57.92379379272461
1698356546,74.96476173400879,194.96679306030273,96.98271751403809,0.7688999176025391
1698356546.4891105,87.89300918579102,212.0375633239746,109.05861854553223,17.80986785888672
1698356546,19.413232803344727,145.48301696777344,41.25237464904785,-49.10826683
1698356546.4891295,-129.8129559,-4.941225052,-105.547905,-196.6297626
1698356546.4891393,-258.06427,-133.651495,-231.2719822,-319.9577332
1698356546,-250.5421638,-124.7525215,-222.7127552,-307.9712391
1698356546.4891596,-271.4812756,-146.2996006,-242.7875996,-329.8640251
1698356546.489169,-318.9980984,-197.4463463,-288.3315086,-378.2689571
1698356546.5264175,-373.7926483,-255.7933331,-341.4988518,-431.1442375
1698356546.5264432,-289.0348434,-170.4990864,-256.4013004,-343.388319
1698356546.5264533,-231.4925194,-112.5454903,-198.1973648,-285.7267857
1698356546.5264628,-226.855278,-109.3566418,-191.5752888,-281.8226814
1698356546.526472,-269.48452,-153.3269882,-231.7011356,-323.6234188
1698356546.5264812,-200.4742622,-83.50610733,-161.9040966,-249.7076988
1698356546.5264907,-168.9970493,-52.14810371,-130.3017139,-215.5900002
1698356547,-202.1372318,-86.56978607,-162.6133919,-249.7196198
1698356546.526509,-301.6233444,-189.4950867,-260.668993,-345.3731537
1698356546.5265212,-282.0312977,-169.3189144,-241.12463,-319.4928169
1698356546.526568,-239.6523952,-124.4485378,-199.1868019,-273.5853195
1698356546.5990083,-253.0217171,-137.9013062,-211.3699913,-284.3856812
1698356546.5990188,-327.950716,-214.779377,-283.5690975,-353.9860249
1698356546.5990283,-288.9931202,-173.8727093,-242.6803112,-307.393074
1698356546.5990376,-165.6711102,-45.97902298,-117.8562641,-177.2284508
1698356546.599047,-32.22823143,91.82691574,17.529726028442383,-41.26429558
1698356546.5990565,92.05341339111328,219.7563648223877,144.6545124053955,85.30020713806152
1698356546.5990655,317.8834915161133,452.6257514953613,371.7362880706787,315.14763832092285
1698356546.5990748,651.2463092803955,795.0961589813232,704.3063640594482,650.7456302642822
1698356546.599084,926.3932704925537,1077.7711868286133,978.6844253540038,923.5262870788574
1698356546.5990934,1095.2234268188477,1250.6425380706787,1146.620512008667,1088.6311531066895
1698356546.599103,1211.935282,1370.9008693695068,1261.1567974090576,1204.085350036621
1698356546.5991127,1336.6162776947021,1499.5157718658447,1381.760835647583,1328.0212879180908
