Time,MV1,MV2,MV3,MV4
1697063654.4622808,1110.4464530944824,1427.1438121795654,1629.4240951538086,1257.920265197754
1697063654.4623127,1097.9056358337402,1403.5522937774658,1589.047908782959,1222.6581573486328
1697063654.462329,1003.342866897583,1273.2207775115967,1430.9167861938477,1074.528694152832
1697063654.4623413,780.1890373,974.6372699737549,1088.4582996368408,748.2528686523438
1697063654.462353,618.7438965,802.9282093048096,913.4829044342041,576.2159824371338
1697063654.4623644,514.8947238922119,688.4992122650146,790.8344268798828,459.49816703796387
1697063654.4623756,420.4094409942627,576.3590335845947,668.0071353912354,342.2081470489502
1697063654.462387,243.85452270507812,338.20271492004395,394.8211669921875,82.37957954406738
1697063654.4623983,108.28375816345215,190.51432609558105,240.93985557556152,-67.07310677
1697063654,4.756450653076172,68.23539733886719,96.01712226867676,-200.0510693
1697063654.4624214,-147.0804214,-121.6411591,-128.7639141,-408.1487656
1697063654.4624329,-398.850441,-461.2028599,-523.8950253,-780.1949978
1697063654.4946747,-620.8956242,-718.152523,-800.4903793,-1043.760777
1697063654.4947126,-732.2967052,-838.214159,-929.1648865,-1163.190603
1697063654.494729,-783.6520672,-888.7112141,-978.320837,-1208.883524
1697063654.4947412,-841.3672447,-977.2717953,-1081.985235,-1305.943727
1697063654.494753,-871.9027042,-1002.752781,-1095.169783,-1323.097944
1697063654.4947689,-772.0291615,-861.1738682,-928.6940098,-1165.288687
1697063654.4947803,-657.2186947,-716.149807,-765.7945156,-1010.233164
1697063654.4947915,-579.5061588,-641.6261196,-691.5509701,-938.8506413
1697063654.4948058,-554.4662476,-620.2220917,-665.217638,-917.7982807
1697063654.4948168,-425.6248474,-441.5214062,-455.8086395,-720.2506065
1697063654.4948277,-273.1800079,-249.5110035,-244.1227436,-516.5576935
1697063654.5660927,-135.0164413,-91.5646553,-73.13489914,-352.8773785
1697063654.5661097,-55.89723587,-5.042552948,24.22928810119629,-262.1471882
1697063654.5661204,111.65142059326172,224.91216659545898,293.1177616119385,-9.989738464
1697063654.5661309,285.07113456726074,441.0743713378906,529.8256874084473,216.7642116546631
1697063654.5661411,401.4253616333008,571.0959434509277,664.6990776062012,345.6294536590576
