# pipeline_state=no_reference
time_sec,MV1_var,MV3_var
1.0,0.06800134382526425,0.06587491106208421
2.0,0.07116441155938631,0.049772886504890375
3.0,0.06965669040182569,0.07536028947203882
4.0,0.11309308125591813,0.08593423363480394
5.0,0.11013978615970653,0.06987019962065481
6.0,0.1729354204007252,0.15675253556490878
7.0,0.06434324331890819,0.05113102072479788
8.0,0.06737239158705983,0.059224980055110676
9.0,0.05943381588085345,0.05943716994902701
10.0,0.06172668078953004,0.04047656257272732
11.0,0.07108580956974472,0.06338678980616298
12.0,0.1474749925432956,0.1743719571423053
13.0,0.13085992273445943,0.1490242010584798
14.0,0.09806752346754455,0.10778548961390129
15.0,0.1046615394937568,0.12351426558305896
16.0,0.029724666134780933,0.01952856273007221
17.0,0.13732499769346584,0.10520181959116268
18.0,0.15469577716106522,0.1197956920974667
19.0,0.11552261936044621,0.1123134467083621
20.0,0.06408746065045036,0.10868880373277566
21.0,0.12102872205408204,0.16839097589542057
22.0,0.15122326634803157,0.22896212061703164
23.0,0.07231710475886587,0.08009419639292707
24.0,0.05161974624075131,0.05153544324268355
25.0,0.0729088155781731,0.09681728429597805
26.0,0.20285650984954354,0.2535022505839479
27.0,0.04763788219817791,0.0505534605068882
28.0,0.029484674206680227,0.030487681605726884
29.0,0.046541937874452204,0.053612688158376234
30.0,0.030900000938262236,0.026919226002904067
31.0,0.14892130992212632,0.14805955145740723
32.0,0.14632115324868725,0.1727432455354158
33.0,0.1583879820099811,0.18541187414462365
34.0,0.060803225395432876,0.03952288934288337
35.0,0.06556227122747821,0.05131285064269437
36.0,0.1461890789624704,0.12987743952481623
37.0,0.1570722973794427,0.12810596241504574
38.0,0.10085735006382623,0.10710013736831503
39.0,0.08407663827221876,0.1293540071657051
40.0,0.060157158602999555,0.06511885737601332
41.0,0.1403738423273609,0.2001061605598624
42.0,0.1923999324593855,0.23219492698466113
43.0,0.12114014106447442,0.1412016762400691
44.0,0.07801186608072223,0.06769974945344984
45.0,0.10072627662098214,0.07560630948038238
46.0,0.16194073857581884,0.11197931210753148
47.0,0.037469140622277734,0.04532252982316465
48.0,0.04319374574731373,0.04233212701195267
49.0,0.07334150733031547,0.04619063136503711
50.0,0.06942862236708108,0.053645532553745656
51.0,0.07773249855170503,0.09654279424307662
52.0,0.03427587754378421,0.029449738002759213
53.0,0.028309880771882952,0.02598620859553091
54.0,0.020696846426794573,0.027900999349105504
55.0,0.0867092937667265,0.1294516169982964
56.0,0.23830259983595864,0.1766752157310304
57.0,0.07853158350462829,0.046878915132379205
58.0,0.0488185829970417,0.04482962690525596
59.0,0.04456090299501408,0.06287666853134591
60.0,0.06555678985566059,0.06818066312164638
61.0,0.04225033065614758,0.054207523329734504
62.0,0.037826022282278056,0.06399592009047765
