# pipeline_state=no_reference
time_sec,MV1_var,MV3_var
1.0,0.04884866459221548,0.06144612173619723
2.0,0.12371639436472487,0.09812687318758297
3.0,0.10509190816232851,0.09503749166633316
4.0,0.07378058001832002,0.08666211512908945
5.0,0.028284114001041985,0.048289557015407075
6.0,0.05645647130267971,0.10253929260485876
7.0,0.04308901862498547,0.03658220696967317
8.0,0.03554893361421171,0.03909370577739407
9.0,0.09107007459447605,0.10922459982856597
10.0,0.04401242799181676,0.05262946916760659
11.0,0.08416935550111024,0.07463301120218034
12.0,0.08618954772960978,0.078331820919733
13.0,0.07226975155111211,0.08484958803947172
14.0,0.18028786982414774,0.18951980393715137
15.0,0.045909918207482484,0.03591243667837811
16.0,0.04149167832724645,0.03178050274725876
17.0,0.10815305673478406,0.09235125844778812
18.0,0.10481458192675963,0.07641124630989701
19.0,0.09728905688479834,0.09424747769795258
20.0,0.059918209793513186,0.07214539592947489
21.0,0.227501606501889,0.19972632759270187
22.0,0.11679279008544488,0.10774448564457097
23.0,0.08575192546630366,0.08598718012619327
24.0,0.12768691894797662,0.11768307066538095
25.0,0.07150531762976706,0.06717018188152328
26.0,0.1027653875082872,0.08065852642748444
27.0,0.09560804637215385,0.09099518322866512
28.0,0.08425294606848381,0.11754089263942159
29.0,0.11795429903700795,0.13729671969778945
30.0,0.09105623896394785,0.14077469755754476
31.0,0.08760915349046658,0.12701978572779626
32.0,0.08964964772022836,0.07962268231388489
33.0,0.057830506433261146,0.04266526557836006
34.0,0.060310449070304806,0.07334528964804024
35.0,0.040822985743486445,0.06264554331530511
36.0,0.04988135815393136,0.06181309398190346
37.0,0.06148852120381414,0.049296901103658086
38.0,0.1262981853473742,0.09940073043993593
39.0,0.10333849143856108,0.10069706739109875
40.0,0.18043928147851393,0.15701701079234776
41.0,0.08769073223603163,0.1123227945389493
42.0,0.11507824058015284,0.13257731346228993
43.0,0.07208850225556035,0.07898649560733303
44.0,0.18093455094864658,0.17997297676570667
45.0,0.08695802774966128,0.07478617835454822
46.0,0.11399871609233722,0.09351769293289221
47.0,0.10927255642640839,0.10964403858975136
48.0,0.06033987066044404,0.06681602337825622
49.0,0.023760943571981857,0.05551513005344739
50.0,0.009431974706770959,0.033700222474727114
51.0,0.053994171167046745,0.048737314803683915
52.0,0.046089220482403485,0.06556156909644957
53.0,0.13269641894613976,0.1885371965663351
54.0,0.21561205661028796,0.2822870530101866
55.0,0.03220627511442473,0.03244814392047395
56.0,0.07233929063499724,0.08206881307956594
57.0,0.06612938577307041,0.09622474248113863
58.0,0.07001518684665242,0.08771285737475654
59.0,0.05045618030906901,0.06430211841951035
60.0,0.08936192318377478,0.1010831485189336
61.0,0.04746259789999198,0.04576578007739547
62.0,0.04689123006674059,0.03720931119643378
63.0,0.05540019460459544,0.04300169457059254
64.0,0.07225741494563341,0.0530724008130254
65.0,0.06526095530716675,0.03518601070232298
66.0,0.06571945586910807,0.07507219415092861
67.0,0.05144997163765621,0.07028732831810436
68.0,0.032315146116677414,0.04627421633618151
69.0,0.03403472299448939,0.039430686339868314
70.0,0.15979707231706652,0.1288706607639335
71.0,0.14749225336843577,0.11629081273508374
72.0,0.05120469077717,0.06230175775810721
73.0,0.1050665820109803,0.11119724108221118
74.0,0.120351641460184,0.12332332525609528
75.0,0.03075689671560333,0.033584366485928795
76.0,0.04958770506837571,0.0299430877865965
77.0,0.04580964880871598,0.026527750640218797
78.0,0.027061875257969093,0.02957461276246848
79.0,0.03491453527887301,0.027116264784408463
80.0,0.0586425678042751,0.06753796566398694
81.0,0.1612154829965611,0.14455936259228103
82.0,0.04971086954896298,0.04403221083948226
83.0,0.08991627570589196,0.0815179111267224
84.0,0.04515123195691676,0.037495561945588445
85.0,0.07129397274544383,0.08440190457305101
86.0,0.10465977471753286,0.09557428765985251
87.0,0.060428110426766914,0.06387042559208482
88.0,0.03990916303016368,0.05432088924847216
89.0,0.043596313484804805,0.036721318839353985
90.0,0.117926994001159,0.0973999238353856
91.0,0.09663348460671253,0.09485298919817708
92.0,0.09362273948045283,0.10618046236957696
93.0,0.09870490540441262,0.10298903955811912
94.0,0.02358669521059383,0.024373668458996037
95.0,0.07777160962072657,0.06368129924368764
96.0,0.09065490537707685,0.08958588773021225
97.0,0.04250955750765263,0.04834775776257747
98.0,0.0298492296097073,0.025501287125061094
99.0,0.0434236643458196,0.03138367621403513
100.0,0.0544744515327067,0.04131670389560719
101.0,0.0436186277106271,0.06631547769757166
102.0,0.01475527639647544,0.017010770829869157
103.0,0.03439403240861495,0.028218176405452062
104.0,0.09274232512072585,0.07722648182967197
105.0,0.07086789745433598,0.046434719953556795
106.0,0.0508368180646118,0.03324239525263394
107.0,0.0729524837947481,0.0672131554670604
108.0,0.05841168872203842,0.10569338335827896
109.0,0.04137685282356764,0.06439959571846071
110.0,0.03409370155720342,0.028129606691326955
111.0,0.04759814493577545,0.041443986719618894
112.0,0.11794016853612198,0.11929034097048634
113.0,0.17431531429007327,0.15417780116497415
114.0,0.07126195016692531,0.07348401996396217
115.0,0.05378049660357496,0.08168296129659251
116.0,0.0453356188466966,0.04940301686531541
117.0,0.04045274133303295,0.05236947842160805
118.0,0.07850226049665247,0.09661881186939596
119.0,0.022071098187974758,0.01365505501060192
120.0,0.05961231822712642,0.0619531599043859
121.0,0.06987179998290506,0.07314805448705894
122.0,0.03307379815113628,0.03267597404018439
123.0,0.020957531274142554,0.03429915690605927
124.0,0.06537657127193043,0.05739243376517121
125.0,0.05568129281851408,0.0526894257904539
126.0,0.04740233143526159,0.03271384205515043
127.0,0.10687814189526491,0.12545411465546877
128.0,0.09745618062749173,0.12075237571911968
129.0,0.045335464704405824,0.03753223412330191
130.0,0.04199107006317423,0.030132099019316218
131.0,0.026241615226073798,0.025993597890883288
132.0,0.0365500519925573,0.033356421931790295
133.0,0.13718086118105552,0.12265396535334822
134.0,0.04788607174307499,0.04393390279403579
135.0,0.06221696317605519,0.06696218640398385
136.0,0.09239940707984638,0.13835381604690591
137.0,0.07649668511644402,0.11180473829568406
138.0,0.08602805334393145,0.07935642313551432
139.0,0.08368925217787364,0.07957599291074235
140.0,0.10615256919923359,0.08602354179271306
141.0,0.0763224330101031,0.06967985403671195
142.0,0.15959005457361844,0.10756556357897043
143.0,0.07230305332226748,0.07006999124209251
144.0,0.022750553540218703,0.042048245826180455
145.0,0.03076729113243079,0.04037059393460688
146.0,0.031875124576994145,0.042018732468924756
147.0,0.03216990135275106,0.02693179211148286
148.0,0.06270895100398459,0.04031331911861168
149.0,0.056978549857152644,0.031850007455989045
150.0,0.020576686039459165,0.01993465019982159
151.0,0.028473772688708276,0.01717431205742559
152.0,0.05588214847527696,0.028818765002145377
153.0,0.16861315936681023,0.10684796211436928
154.0,0.07007713795676068,0.04307386858705151
155.0,0.06454314809228603,0.07869774349037147
156.0,0.08035750078198746,0.08967953612889926
